"roi","i2c2_m","i2c2_r","i2c2_diff","discr_m","discr_r","discr_diff","finger_m","finger_r","finger_diff"
31,0.290796394378661,0.327625401905486,-0.0368290075268257,0.868236900494965,0.844833078491335,0.0234038220036297,0.321100917431193,0.376146788990826,-0.055045871559633
32,0.364752328024001,0.31471541300188,0.0500369150221207,0.904868578255675,0.869676992660864,0.0351915855948114,0.348623853211009,0.385321100917431,-0.036697247706422
33,0.360366383824007,0.325936562575908,0.0344298212480995,0.884726469588855,0.876486578321441,0.0082398912674142,0.339449541284404,0.467889908256881,-0.128440366972477
34,0.301604333395582,0.294023584637612,0.00758074875797016,0.890051629970985,0.864753227998641,0.025298401972344,0.348623853211009,0.431192660550459,-0.0825688073394495
35,0.284526655716219,0.308854095023275,-0.0243274393070563,0.903521066938498,0.876157407407407,0.0273636595310907,0.412844036697248,0.458715596330275,-0.0458715596330275
36,0.24965328057626,0.404985925937135,-0.155332645360875,0.639294248165216,0.689581209650017,-0.0502869614848011,0.036697247706422,0.036697247706422,0
37,0.313952208678803,0.404522137020968,-0.0905699283421645,0.847680918245434,0.813854753370882,0.0338261648745519,0.18348623853211,0.275229357798165,-0.0917431192660551
38,0.32590416121364,0.439843954362863,-0.113939793149223,0.921701655572623,0.877782025144411,0.0439196304282128,0.467889908256881,0.44954128440367,0.018348623853211
39,0.298742440075464,0.307720193477683,-0.00897775340221874,0.78476489161973,0.736036439665472,0.0487284519542583,0.0825688073394495,0.165137614678899,-0.0825688073394495
40,0.283918532507236,0.354237610701857,-0.0703190781946212,0.750096006144393,0.739264780835882,0.0108312253085114,0.073394495412844,0.100917431192661,-0.0275229357798165
41,0.246359262999456,0.38706134201406,-0.140702079014604,0.746927803379416,0.744591653865847,0.00233614951356897,0.0917431192660551,0.0825688073394495,0.00917431192660551
42,0.383223615291249,0.258608435633439,0.12461517965781,0.885788311247027,0.824308755760369,0.0614795554866582,0.284403669724771,0.348623853211009,-0.0642201834862385
43,0.238752899316522,0.354397609526175,-0.115644710209654,0.876045400238949,0.83269622833843,0.0433491719005185,0.357798165137615,0.36697247706422,-0.00917431192660551
44,0.306214792337272,0.300389614939092,0.00582517739817989,0.908278117567108,0.891491722136883,0.016786395430225,0.403669724770642,0.477064220183486,-0.073394495412844
45,0.266351970631226,0.299789786239868,-0.033437815608642,0.926405956647892,0.886945718654434,0.0394602379934579,0.513761467889908,0.504587155963303,0.00917431192660556
